bitcoin_Cash_OPEN,bitcoin_Cash_HIGH,bitcoin_Cash_LOW,bitcoin_Cash_CLOSE,bitcoin_Cash_Volume,bitcoin_Cash_MarketCap,bitcoin_cash_MAvg_Open,bitcoin_cash_MAvg_Close,bitcoin_Cash_Direction,bitcoin_OPEN,bitcoin_HIGH,bitcoin_LOW,bitcoin_CLOSE,bitcoin_Volume,bitcoin_MarketCap,bitcoin_MAvg_Open,bitcoin_MAvg_Close,bitcoin_Direction,bitconnect_OPEN,bitconnect_HIGH,bitconnect_LOW,bitconnect_CLOSE,bitconnect_Volume,bitconnect_MarketCap,bitconnect_MAvg_Open,bitconnect_MAvg_Close,bitconnect_Direction,Date,dash_OPEN,dash_HIGH,dash_LOW,dash_CLOSE,dash_Volume,dash_MarketCap,dash_MAvg_Open,dash_MAvg_Close,dash_Direction,ethereum_classic_OPEN,ethereum_classic_HIGH,ethereum_classic_LOW,ethereum_classic_CLOSE,ethereum_classic_Volume,ethereum_classic_MarketCap,ethereum_classic_MAvg_Open,ethereum_classic_MAvg_Close,ethereum_classic_Direction,ethereum_OPEN,ethereum_HIGH,ethereum_LOW,ethereum_CLOSE,ethereum_Volume,ethereum_MarketCap,ethereum_MAvg_Open,ethereum_MAvg_Close,ethereum_Direction,iota_OPEN,iota_HIGH,iota_LOW,iota_CLOSE,iota_Volume,iota_MarketCap,iota_MAvg_Open,iota_MAvg_Close,iota_Direction,litecoin_OPEN,litecoin_HIGH,litecoin_LOW,litecoin_CLOSE,litecoin_Volume,litecoin_MarketCap,litecoin_MAvg_Open,litecoin_MAvg_Close,litecoin_Direction,monero_OPEN,monero_HIGH,monero_LOW,monero_CLOSE,monero_Volume,monero_MarketCap,monero_MAvg_Open,monero_MAvg_Close,monero_Direction,nem_OPEN,nem_HIGH,nem_LOW,nem_CLOSE,nem_Volume,nem_MarketCap,nem_MAvg_Open,nem_MAvg_Close,nem_Direction,neo_OPEN,neo_HIGH,neo_LOW,neo_CLOSE,neo_Volume,neo_MarketCap,neo_MAvg_Open,neo_MAvg_Close,neo_Direction,numeraire_OPEN,numeraire_HIGH,numeraire_LOW,numeraire_CLOSE,numeraire_Volume,numeraire_MarketCap,numeraire_MAvg_Open,numeraire_MAvg_Close,numeraire_Direction,omisego_OPEN,omisego_HIGH,omisego_LOW,omisego_CLOSE,omisego_Volume,omisego_MarketCap,omisego_MAvg_Open,omisego_MAvg_Close,omisego_Direction,qtum_OPEN,qtum_HIGH,qtum_LOW,qtum_CLOSE,qtum_Volume,qtum_MarketCap,qtum_MAvg_Open,qtum_MAvg_Close,qtum_Direction,ripple_OPEN,ripple_HIGH,ripple_LOW,ripple_CLOSE,ripple_Volume,ripple_MarketCap,ripple_MAvg_Open,ripple_MAvg_Close,ripple_Direction,stratis_OPEN,stratis_HIGH,stratis_LOW,stratis_CLOSE,stratis_Volume,stratis_MarketCap,stratis_MAvg_Open,stratis_MAvg_Close,stratis_Direction,waves_OPEN,waves_HIGH,waves_LOW,waves_CLOSE,waves_Volume,waves_MarketCap,waves_MAvg_Open,waves_MAvg_Close,waves_Direction,Date
313.7,394.96,309.64,371.73,1008160000,5239520000,317.1,333.4,Increasing,5741.58,5800.35,5472.72,5605.51,1821570000,95469300000,5755,5669.8,Decreasing,199.63,200.25,191.38,193.95,14142600,1434990000,197.8,195.5,Decreasing,"Oct 17, 2017",302.28,304.33,298.17,299.88,42569400,2305090000,309.6,303.9,Decreasing,11.9,12.47,11.74,11.92,75268900,1148970000,12,11.9,Increasing,333.48,333.48,311.79,317.08,509924000,31727700000,336.6,329,Decreasing,0.452052,0.504408,0.434911,0.468463,12590200,1256490000,0.5,0.5,Increasing,64.67,64.7,58.85,59.48,205363000,3454040000,64.8,63.2,Decreasing,95.93,96.94,90.72,91.28,43866200,1460870000,97,94,Decreasing,0.224199,0.235004,0.214333,0.218207,4990440,2017790000,0.2,0.2,Decreasing,28.5,32.55,27.81,31.4,74210000,1425090000,28,29.2,Increasing,12.63,16.77,11.72,13.72,480549,15775200,11.6,12.3,Increasing,7.86,8.24,7.69,7.99,23177500,772486000,8,7.9,Increasing,11.48,12.27,11.03,12.05,57046400,677311000,10.9,11.3,Increasing,0.256098,0.263147,0.222939,0.232064,411265000,9867860000,0.3,0.3,Decreasing,2.98,3.07,2.87,3.06,6242700,293352000,2.9,3,Increasing,4.04,4.05,3.84,3.92,4954490,404005000,3.9,3.9,Decreasing,17/10/17
373.65,376.18,313.77,339.17,477184000,6240990000,334.2,341.5,Decreasing,5603.82,5603.82,5151.44,5590.69,2399270000,93190200000,5677.7,5640.6,Decreasing,193.93,196.44,178.7,195.38,13234800,1395380000,195.5,196.3,Increasing,"Oct 18, 2017",300.02,300.19,280.05,297.26,38693900,2288450000,303.9,299.8,Decreasing,11.92,11.92,10.81,11.53,55644800,1151010000,11.9,11.8,Decreasing,316.94,317.24,290.64,314.32,606114000,30160500000,329,321.6,Decreasing,0.474621,0.482291,0.427958,0.454575,12433700,1319220000,0.5,0.5,Decreasing,59.59,61.75,53.79,60.73,283869000,3183230000,63.3,61.6,Increasing,91.19,91.26,86.54,89.54,36277100,1389050000,94,92.2,Decreasing,0.21738,0.220582,0.204842,0.220316,3409140,1956420000,0.2,0.2,Increasing,31.66,31.78,28.44,29.67,49659700,1583190000,29.3,29.9,Decreasing,13.92,15.84,12.48,14.47,356003,17384800,12.5,13.5,Increasing,7.97,8.08,7.66,7.84,20915200,783502000,7.9,7.9,Decreasing,12.04,12.04,10.78,11.49,53960300,710326000,11.3,11.7,Decreasing,0.231216,0.23815,0.207265,0.21852,354225000,8909100000,0.3,0.2,Decreasing,3.06,3.36,2.9,3.22,14079200,301767000,3,3.1,Increasing,3.93,4.1,3.66,4.04,7283440,392635000,3.9,4,Increasing,18/10/17
339.27,339.27,326.27,330.81,195578000,5667070000,342.2,347.2,Decreasing,5583.74,5744.35,5531.06,5708.52,1780540000,92867000000,5643,5634.9,Increasing,195.58,202.03,194.07,199.79,14086400,1410190000,196.4,196.4,Increasing,"Oct 19, 2017",297.85,300.16,291.89,295.47,30741800,2272420000,300,297.5,Decreasing,11.52,11.61,11.29,11.34,25045400,1112650000,11.8,11.6,Decreasing,314.54,316.71,305.83,308.09,349830000,29937900000,321.7,313.2,Decreasing,0.457196,0.465953,0.415102,0.433388,12250600,1270790000,0.5,0.5,Decreasing,60.82,61.29,58.71,59.74,160943000,3250090000,61.7,60,Decreasing,89.66,92.48,87.91,88.62,35302300,1366060000,92.3,89.8,Decreasing,0.219728,0.23049,0.218465,0.220531,3383330,1977550000,0.2,0.2,Increasing,29.66,29.96,28.48,28.66,30401400,1482970000,29.9,29.9,Decreasing,14.3,15.18,12.56,14.46,209523,17851900,13.6,14.2,Increasing,7.82,8.08,7.68,7.92,14064200,769045000,7.9,7.9,Increasing,11.46,12.22,11.35,12.07,49308300,688986000,11.7,11.9,Increasing,0.218229,0.23179,0.208317,0.21515,304542000,8408710000,0.2,0.2,Decreasing,3.22,3.34,3.04,3.09,7054550,317024000,3.1,3.1,Decreasing,4.04,4.12,3.8,3.89,8840030,404068000,4,4,Decreasing,19/10/17
330.9,332.98,323.08,327.44,160204000,5527860000,347.9,332.5,Decreasing,5708.11,6060.11,5627.23,6011.45,2354430000,94947900000,5631.9,5770.2,Increasing,199.81,216.68,198.23,213.46,15662400,1442010000,196.4,202.9,Increasing,"Oct 20, 2017",295.41,301.66,288.19,289.19,47125400,2254410000,297.8,294,Decreasing,11.36,11.51,11.22,11.22,28250900,1097270000,11.6,11.4,Decreasing,308.05,311.44,303.49,304.01,396673000,29326300000,313.2,308.8,Decreasing,0.432863,0.435639,0.39163,0.401913,17771900,1203160000,0.5,0.4,Decreasing,59.81,61.88,58.56,60.33,150542000,3196870000,60.1,60.3,Increasing,88.71,92.73,88.07,90.54,38260700,1351990000,89.9,89.6,Increasing,0.220943,0.23057,0.215075,0.215947,4936400,1988490000,0.2,0.2,Decreasing,28.68,29.5,27.73,27.75,36933700,1433880000,30,28.7,Decreasing,14.7,17.58,13.79,14.14,434935,18349500,14.3,14.4,Decreasing,7.9,7.91,7.29,7.31,20554400,776825000,7.9,7.7,Decreasing,12.1,15.12,11.19,11.3,304281000,890682000,11.9,11.6,Decreasing,0.215086,0.223822,0.208754,0.210549,182704000,8287600000,0.2,0.2,Decreasing,3.09,3.29,2.94,2.96,7724320,304362000,3.1,3.1,Decreasing,3.89,3.97,3.63,3.66,10830100,389091000,4,3.9,Decreasing,20/10/17
326.75,328.45,317.46,323.36,129938000,5458980000,332.3,327.2,Decreasing,5996.79,6194.88,5965.07,6031.6,2207100000,99763200000,5762.9,5917.2,Increasing,213.01,218.42,204.56,210.4,10211700,1538750000,202.8,207.9,Decreasing,"Oct 21, 2017",288.95,290.12,272.08,277.86,47244600,2205720000,294.1,287.5,Decreasing,11.21,11.31,10.79,10.92,20451400,1083120000,11.4,11.2,Decreasing,303.57,303.93,291.77,300.19,408014000,28906600000,308.7,304.1,Decreasing,0.403854,0.406504,0.32436,0.393045,20120500,1122530000,0.4,0.4,Decreasing,60.3,60.52,56.83,58.2,139503000,3224150000,60.3,59.4,Decreasing,90.41,90.41,86.58,88.12,25267200,1378290000,89.6,89.1,Decreasing,0.21601,0.21706,0.200346,0.212676,4326590,1944090000,0.2,0.2,Decreasing,27.76,28.28,26.04,27.13,34058900,1387840000,28.7,27.8,Decreasing,14.11,15.22,12.06,12.74,129563,17616500,14.4,13.8,Decreasing,7.31,7.46,6.99,7.37,19448800,718401000,7.7,7.5,Increasing,11.25,11.35,10.5,10.91,56075000,828306000,11.6,11.4,Decreasing,0.210189,0.212381,0.200774,0.211016,116807000,8098920000,0.2,0.2,Increasing,2.99,3.18,2.67,3.02,6529230,294448000,3.1,3,Increasing,3.64,3.76,3.43,3.58,10666600,364477000,3.9,3.7,Decreasing,21/10/17
323.5,355.52,323.5,331.66,355546000,5405020000,327,327.5,Increasing,6036.66,6076.26,5792.34,6008.42,2034630000,1.00438E+11,5913.9,6017.2,Decreasing,208.5,210.75,198.85,205.04,9944220,1507780000,207.1,209.6,Decreasing,"Oct 22, 2017",277.93,283.88,269.73,275.7,46070400,2122130000,287.4,280.9,Decreasing,10.93,11.25,10.72,10.83,19648600,1057170000,11.2,11,Decreasing,300.55,305.5,292.81,295.45,327387000,28624800000,304.1,299.9,Decreasing,0.390836,0.411999,0.381438,0.392542,9322400,1086340000,0.4,0.4,Increasing,58.27,58.65,56.44,56.81,96781400,3116350000,59.5,58.4,Decreasing,88.18,89.04,85.52,86.58,27130000,1344760000,89.1,88.4,Decreasing,0.213296,0.219752,0.200805,0.211949,4615270,1919670000,0.2,0.2,Decreasing,27.15,29.48,27.1,28.79,36184100,1357500000,27.9,27.9,Increasing,12.64,13.16,11.79,12,50124,15788900,13.8,13,Decreasing,7.37,7.78,7.36,7.67,19588000,724177000,7.5,7.4,Increasing,10.97,11.06,10.56,10.63,33890300,807214000,11.4,10.9,Decreasing,0.210958,0.211901,0.200722,0.204177,75849500,8128520000,0.2,0.2,Decreasing,3.04,3.39,2.87,3.15,9563480,299843000,3,3,Increasing,3.58,3.66,3.47,3.58,8491900,358200000,3.7,3.6,Increasing,22/10/17
330.67,332.28,309.87,315.6,191558000,5524790000,327,323.5,Decreasing,6006,6075.59,5732.47,5930.32,2401840000,99941600000,6013.1,5990.1,Decreasing,204.72,208.28,193.84,198.57,13730900,1481770000,208.7,204.7,Decreasing,"Oct 23, 2017",275.44,291.24,263.91,284.23,52259300,2103630000,280.8,279.3,Increasing,10.82,10.82,9.97,10.28,39358200,1046200000,11,10.7,Decreasing,295.1,295.75,277.57,286.95,482336000,28111400000,299.7,294.2,Decreasing,0.391371,0.399234,0.36494,0.386487,12380800,1087830000,0.4,0.4,Decreasing,56.77,56.77,52.87,54.92,177315000,3036830000,58.4,56.6,Decreasing,86.48,86.92,82.89,85.21,26261800,1319200000,88.4,86.6,Decreasing,0.211283,0.212219,0.194769,0.199053,4987880,1901550000,0.2,0.2,Decreasing,28.49,28.65,26.43,27.51,28154800,1424610000,27.8,27.8,Decreasing,11.98,13.44,11.06,11.75,115467,14957400,12.9,12.2,Decreasing,7.65,7.66,7.12,7.61,17684200,752139000,7.4,7.5,Decreasing,10.59,10.6,9.75,9.96,50654800,779244000,10.9,10.5,Decreasing,0.203504,0.203919,0.190729,0.196928,99914800,7841330000,0.2,0.2,Decreasing,3.15,3.76,3.08,3.38,21784500,310956000,3.1,3.2,Increasing,3.58,3.71,3.35,3.67,8621370,358001000,3.6,3.6,Increasing,23/10/17
315.9,340.45,311.48,326.89,267442000,5278410000,323.4,324.7,Increasing,5935.52,5935.52,5504.18,5526.64,2735700000,98781600000,5992.7,5821.8,Decreasing,196.65,201.47,186.31,193.7,12298000,1424770000,203.3,199.1,Decreasing,"Oct 24, 2017",283.94,302.65,277.2,293.2,59674600,2169120000,279.1,284.4,Increasing,10.28,10.99,10,10.6,41969800,994988000,10.7,10.6,Increasing,287.12,311.96,282.66,298.33,684281000,27357500000,294.3,293.6,Increasing,0.389144,0.502278,0.377494,0.453682,47178400,1081640000,0.4,0.4,Increasing,54.96,59.1,53.29,55.96,199789000,2940790000,56.7,55.9,Increasing,85.16,92.35,83.47,88.4,42191100,1299330000,86.6,86.7,Increasing,0.197404,0.216699,0.191158,0.212616,5808170,1776640000,0.2,0.2,Increasing,27.34,32.72,26.73,30.15,78225600,1367240000,27.7,28.8,Increasing,11.72,14.03,10.96,13.12,118312,14637400,12.1,12.3,Increasing,7.59,8.7,7.38,8.13,54151300,746181000,7.5,7.8,Increasing,9.96,11.46,9.52,10.76,118813000,733399000,10.5,10.4,Increasing,0.195567,0.217508,0.190455,0.206644,220081000,7535480000,0.2,0.2,Increasing,3.35,4.03,3.23,4,17175100,330667000,3.2,3.5,Increasing,3.67,3.98,3.59,3.76,8703160,366774000,3.6,3.7,Increasing,24/10/17
326.59,334.38,320.38,332.13,151935000,5457720000,324.4,324.9,Increasing,5524.6,5754.33,5397.88,5750.8,1966990000,91954200000,5822,5735.9,Increasing,193.74,206.68,188.8,206.32,17013600,1405090000,198.4,199.5,Increasing,"Oct 25, 2017",294.47,298.78,283.92,289.14,43986700,2250180000,284.6,288.9,Decreasing,10.58,10.75,10.3,10.63,25582600,1024260000,10.6,10.5,Increasing,298.44,301.85,290.72,297.93,325040000,28442000000,293.6,294.4,Decreasing,0.455356,0.473467,0.430005,0.443448,14379600,1265680000,0.4,0.4,Decreasing,55.95,56.58,54.09,56.49,114510000,2994670000,55.9,55.8,Increasing,88.49,101.29,85.82,88.13,59952100,1350650000,86.7,87.2,Decreasing,0.212028,0.214658,0.201686,0.206495,4171090,1908250000,0.2,0.2,Decreasing,30.11,30.11,28.54,28.54,35558400,1505590000,28.6,28.7,Decreasing,13.13,13.15,11.19,12.6,77863,16393000,12.3,12.5,Decreasing,8.12,8.14,7.56,7.62,20363000,798130000,7.8,7.8,Decreasing,10.78,10.92,10.37,10.65,48104100,793779000,10.4,10.5,Decreasing,0.207113,0.208237,0.201803,0.204604,75017500,7980370000,0.2,0.2,Decreasing,4.04,5.04,3.81,4.92,27633500,398709000,3.5,4.1,Increasing,3.76,3.77,3.48,3.7,8533500,376245000,3.7,3.7,Decreasing,25/10/17
332.11,350.94,331.21,338.2,234967000,5550700000,324.9,332.4,Increasing,5747.95,5976.8,5721.22,5904.83,1905040000,95685100000,5736,5727.4,Increasing,206.38,220.18,205.15,216.59,15882500,1506580000,198.9,205.5,Increasing,"Oct 26, 2017",289.03,292.41,282.78,286.13,49309000,2209130000,289.1,289.5,Decreasing,10.62,10.72,10.46,10.5,18961900,1028580000,10.5,10.6,Decreasing,298.02,301.07,295.22,296.53,270273000,28408400000,294.5,297.6,Decreasing,0.443666,0.455887,0.411928,0.417107,10747100,1233180000,0.4,0.4,Decreasing,56.47,57.15,55.28,55.74,81104700,3023150000,55.8,56.1,Decreasing,88.17,89.87,88.02,88.58,23132200,1346070000,87.3,88.4,Increasing,0.205685,0.207135,0.194916,0.199005,4683120,1851170000,0.2,0.2,Decreasing,28.48,29.39,28.06,28.33,35987900,1423950000,28.6,29,Decreasing,12.53,12.53,11.53,12.07,65175,15647800,12.5,12.6,Decreasing,7.66,7.8,7.48,7.65,19134300,752636000,7.8,7.8,Decreasing,10.66,10.79,10.45,10.57,26461700,784784000,10.5,10.7,Decreasing,0.204444,0.206289,0.20266,0.203628,38193100,7877530000,0.2,0.2,Decreasing,4.96,5.04,3.98,4.39,30372000,488616000,4.1,4.4,Decreasing,3.72,3.79,3.54,3.62,8321870,371705000,3.7,3.7,Decreasing,26/10/17
338.3,372.81,338.24,367.57,501989000,5655870000,332.3,346,Increasing,5899.74,5988.39,5728.82,5780.9,1710130000,98225400000,5724.1,5812.2,Decreasing,216.65,220.7,210.38,212.55,14048500,1582930000,205.6,211.8,Decreasing,"Oct 27, 2017",286.14,289.13,279.33,280.48,38421900,2187650000,289.9,285.2,Decreasing,10.49,10.56,10.32,10.38,21540100,1015860000,10.6,10.5,Decreasing,296.51,299.26,294.06,297.42,257169000,28270100000,297.7,297.3,Increasing,0.416744,0.439441,0.395594,0.423355,8963410,1158350000,0.4,0.4,Increasing,55.67,56.25,55.15,55.33,78923100,2981330000,56,55.9,Decreasing,88.58,89.19,86.43,86.75,27939000,1352700000,88.4,87.8,Decreasing,0.199349,0.200953,0.1948,0.19794,3603110,1794140000,0.2,0.2,Decreasing,28.33,28.88,28.1,28.76,28919000,1416350000,29,28.5,Increasing,12.07,12.55,11.04,12.16,139761,15071400,12.6,12.3,Increasing,7.65,8.12,7.42,7.46,28704900,751745000,7.8,7.6,Decreasing,10.56,10.63,10.26,10.3,27344700,777594000,10.7,10.5,Decreasing,0.203668,0.204492,0.201771,0.202785,29623000,7847650000,0.2,0.2,Decreasing,4.43,4.76,4.19,4.4,14107600,436841000,4.5,4.6,Decreasing,3.62,3.68,3.52,3.54,6714780,362311000,3.7,3.6,Decreasing,27/10/17
369.54,425.44,369.06,423.35,781037000,6183520000,346.6,376.4,Increasing,5787.82,5876.72,5689.19,5753.09,1403920000,96369600000,5811.8,5812.9,Decreasing,213.13,217.36,209.66,211.84,10550800,1558580000,212.1,213.7,Decreasing,"Oct 28, 2017",281.42,287.92,272.36,275.69,47092100,2152090000,285.5,280.8,Decreasing,10.4,10.68,10.29,10.55,24204100,1007430000,10.5,10.5,Increasing,297.92,300.36,293.58,296.3,264424000,28410400000,297.5,296.7,Decreasing,0.424433,0.428173,0.391215,0.395483,9075000,1179720000,0.4,0.4,Decreasing,55.38,56.13,54.57,54.69,71063200,2966700000,55.8,55.3,Decreasing,86.91,87.76,85.71,86.31,25397400,1327650000,87.9,87.2,Decreasing,0.197981,0.205234,0.193193,0.197236,4671300,1781830000,0.2,0.2,Decreasing,28.86,28.99,27.17,27.35,25368200,1443000000,28.6,28.1,Decreasing,12.19,12.75,11.01,12.25,148762,15218000,12.3,12.2,Increasing,7.49,7.54,7.17,7.18,17242600,736331000,7.6,7.4,Decreasing,10.33,10.38,10.18,10.21,23588200,760135000,10.5,10.4,Decreasing,0.202592,0.203476,0.201401,0.201835,26864900,7806200000,0.2,0.2,Decreasing,4.39,4.61,4.21,4.29,9976150,432962000,4.6,4.4,Decreasing,3.54,3.6,3.45,3.46,8103840,354417000,3.6,3.5,Decreasing,28/10/17
420.47,526.12,408.4,451.92,2002440000,7042260000,376.1,414.3,Increasing,5754.44,6255.71,5724.58,6153.85,2859040000,95819800000,5814,5895.9,Increasing,211.72,233.22,211.18,227.1,11138200,1549720000,213.8,217.2,Increasing,"Oct 29, 2017",275.25,288.6,275.25,283.93,75483100,2105420000,280.9,280,Increasing,10.59,11.2,10.59,10.86,65005200,1026380000,10.5,10.6,Increasing,296.38,313.75,296.38,305.09,551752000,28270200000,296.9,299.6,Increasing,0.395947,0.413541,0.367674,0.40372,15972200,1100550000,0.4,0.4,Increasing,54.67,57.75,54.49,57.11,138340000,2929280000,55.2,55.7,Increasing,86.27,90.36,86.27,88.65,38368700,1318160000,87.3,87.2,Increasing,0.197333,0.209081,0.192299,0.201337,8599400,1776000000,0.2,0.2,Increasing,27.2,28.61,27.2,27.76,29736500,1360230000,28.1,28,Increasing,12.14,13.77,11.4,11.46,259423,15160800,12.1,12,Decreasing,7.16,7.44,7.15,7.3,18076000,703486000,7.4,7.3,Increasing,10.19,10.54,10.18,10.42,40119600,750443000,10.4,10.3,Increasing,0.201358,0.205209,0.200075,0.202785,62511100,7758640000,0.2,0.2,Increasing,4.26,4.51,4.03,4.04,13787600,420386000,4.4,4.2,Decreasing,3.46,3.64,3.45,3.54,9046840,345825000,3.5,3.5,Increasing,29/10/17
458.45,478.42,417.62,448.23,796409000,7679000000,416.2,441.2,Decreasing,6114.85,6214.99,6040.85,6130.53,1772150000,1.01833E+11,5885.7,6012.5,Increasing,225.77,230.18,223.09,228.12,22568300,1653970000,216.9,222.4,Increasing,"Oct 30, 2017",283.65,287.69,282.32,285.94,40805700,2170290000,280.1,281.9,Increasing,10.84,10.97,10.8,10.87,20081700,1050600000,10.6,10.8,Increasing,304.78,310.5,304.35,307.75,331442000,29077600000,299.7,303,Increasing,0.403103,0.415571,0.385603,0.409046,9124580,1120440000,0.4,0.4,Increasing,56.84,58.55,56.24,56.39,129287000,3046410000,55.6,56.1,Decreasing,88.59,90.49,88.04,88.84,28179100,1354090000,87.3,87.9,Increasing,0.200239,0.20373,0.196393,0.200415,3529450,1802150000,0.2,0.2,Increasing,27.72,29.49,27.71,28.79,30968500,1801620000,27.9,28,Increasing,11.55,13.6,11.52,12.91,178535,14416700,12,12.2,Increasing,7.28,7.4,7.13,7.25,14224900,715973000,7.3,7.2,Decreasing,10.39,10.48,10.29,10.39,21781900,765031000,10.3,10.3,Increasing,0.203076,0.204135,0.201946,0.202711,34835100,7824820000,0.2,0.2,Decreasing,4.08,4.53,3.76,3.82,13256800,402732000,4.2,4.1,Decreasing,3.55,3.61,3.43,3.48,8523780,355140000,3.5,3.5,Decreasing,30/10/17
449.37,454.07,431.76,439.05,343799000,7527260000,442.8,446.4,Decreasing,6132.02,6470.43,6103.33,6468.4,2311380000,1.0213E+11,6000.4,6250.9,Increasing,227.38,239.52,226.79,239.52,18364400,1667460000,221.6,231.6,Increasing,"Oct 31, 2017",285.39,286.21,278.73,279.15,50260500,2184110000,281.4,283,Decreasing,10.87,10.94,10.62,10.62,27241200,1053730000,10.8,10.8,Decreasing,307.38,310.55,305.88,305.88,369583000,29331500000,302.8,306.2,Decreasing,0.407912,0.40834,0.390312,0.390915,7839910,1133800000,0.4,0.4,Decreasing,56.37,56.79,55.72,55.75,99381100,3021830000,56,56.4,Decreasing,88.75,89.33,87.6,87.64,28704900,1356840000,87.9,88.4,Decreasing,0.199406,0.201302,0.183521,0.186771,6031700,1794650000,0.2,0.2,Decreasing,28.69,30.44,28.47,28.47,61688400,1864890000,27.9,28.3,Decreasing,12.87,13.07,11.59,11.66,163423,16067000,12.2,12,Decreasing,7.23,7.29,6.84,6.84,21797300,710488000,7.2,7.1,Decreasing,10.38,10.88,10.35,10.45,43306600,764029000,10.3,10.4,Increasing,0.202405,0.203778,0.200461,0.200558,43875700,7798990000,0.2,0.2,Decreasing,3.79,3.79,3.31,3.36,13957800,373355000,4,3.7,Decreasing,3.47,3.5,3.17,3.24,9895450,347320000,3.5,3.4,Decreasing,31/10/17
438.3,538.26,437.91,531.83,1152230000,7342250000,448.7,473,Increasing,6440.97,6767.31,6377.88,6767.31,2870320000,1.07287E+11,6229.3,6455.4,Increasing,239.45,251.29,234.88,250.93,24030900,1757760000,230.9,239.5,Increasing,"Nov 01, 2017",278.5,279.67,270.77,271.56,50960300,2131960000,282.5,278.9,Decreasing,10.6,10.67,10.25,10.26,30011800,1028310000,10.8,10.6,Decreasing,305.76,306.4,290.58,291.69,553864000,29183600000,306,301.8,Decreasing,0.390863,0.390863,0.35669,0.36392,11944600,1086410000,0.4,0.4,Decreasing,55.74,55.74,53.18,53.18,112759000,2989140000,56.3,55.1,Decreasing,87.65,88.2,84.73,85.72,36899300,1340360000,88.3,87.4,Decreasing,0.186957,0.188424,0.164959,0.166645,6190340,1682610000,0.2,0.2,Decreasing,28.38,28.44,26.68,26.86,49782800,1844740000,28.3,28,Decreasing,11.64,12.36,9.82,10.44,230197,14534400,12,11.7,Decreasing,6.83,6.96,6.05,6.05,37953700,671068000,7.1,6.7,Decreasing,10.41,10.41,9.92,9.93,26591700,766698000,10.4,10.3,Decreasing,0.200247,0.201501,0.193613,0.194124,67921000,7715840000,0.2,0.2,Decreasing,3.36,3.4,3.04,3.08,9835120,331704000,3.7,3.4,Decreasing,3.23,3.23,2.67,2.89,11933800,323419000,3.4,3.2,Decreasing,01/11/17
527.68,610.39,514.52,587.22,1632060000,8840010000,471.8,519.4,Increasing,6777.77,7367.33,6758.72,7078.5,4653770000,1.1291E+11,6450.3,6771.4,Increasing,251.29,273.73,251.29,263.27,23900000,1846340000,239.4,251.2,Increasing,"Nov 02, 2017",271.79,272.78,251.56,265.31,72437900,2081130000,278.6,272,Decreasing,10.27,10.38,9.82,10.24,39190200,996639000,10.6,10.4,Decreasing,290.73,293.91,281.17,287.43,904901000,27754200000,301.3,295,Decreasing,0.370966,0.380213,0.320862,0.366056,20942000,1031110000,0.4,0.4,Decreasing,53.56,55.28,50.85,54.74,221077000,2872910000,55.2,54.6,Increasing,85.66,86.08,81.68,83.76,48608100,1310390000,87.4,85.7,Decreasing,0.166398,0.181257,0.150936,0.166887,8706750,1497580000,0.2,0.2,Increasing,26.75,26.75,22.89,24.5,74455200,1738720000,27.9,26.6,Decreasing,10.28,10.42,8.62,9.76,205052,12832100,11.6,10.6,Decreasing,6.05,6.67,5.55,6.23,55264500,594839000,6.7,6.4,Increasing,9.95,10.04,9.35,9.8,54501600,732691000,10.2,10.1,Decreasing,0.194596,0.211848,0.183815,0.205861,197770000,7498090000,0.2,0.2,Increasing,3.04,3.16,2.41,2.88,21011000,299839000,3.4,3.1,Decreasing,2.92,3.95,2.65,3.19,14949200,292033000,3.2,3.1,Increasing,02/11/17
587.32,684.53,577.86,625.32,1682210000,9839760000,517.8,581.5,Increasing,7087.53,7461.29,7002.94,7207.76,3369860000,1.18084E+11,6768.8,7017.9,Increasing,262.93,284.64,260.1,271.12,25755600,1934570000,251.2,261.8,Increasing,"Nov 03, 2017",263.89,281.39,262.98,278.59,62984900,2021200000,271.4,271.8,Increasing,10.24,12.73,10.2,12.66,146543000,993753000,10.4,11.1,Increasing,288.5,308.31,287.69,305.71,646340000,27547400000,295,294.9,Increasing,0.36297,0.396015,0.358817,0.393126,11427900,1008890000,0.4,0.4,Increasing,54.58,56.29,54.28,56.18,150030000,2928260000,54.6,54.7,Increasing,83.53,90.14,83.53,87.99,37321100,1278080000,85.6,85.8,Increasing,0.166597,0.180035,0.160413,0.171728,5802310,1499370000,0.2,0.2,Increasing,24.6,26.9,24.39,26.82,40142100,1598960000,26.6,26.1,Increasing,9.15,13.75,8.97,12.48,482650,11423500,10.4,10.9,Increasing,6.23,6.78,6.15,6.73,27548300,612383000,6.4,6.3,Increasing,9.77,10.42,9.7,10.38,55018600,719701000,10,10,Increasing,0.206205,0.228026,0.201728,0.208133,373402000,7945410000,0.2,0.2,Increasing,2.84,3.29,2.7,3.13,10273500,279668000,3.1,3,Increasing,3.21,3.97,3.02,3.68,14090800,320550000,3.1,3.3,Increasing,03/11/17
