bitcoin_Cash_OPEN,bitcoin_Cash_HIGH,bitcoin_Cash_LOW,bitcoin_Cash_CLOSE,bitcoin_Cash_Volume,bitcoin_Cash_MarketCap,bitcoin_cash_MAvg_Open,bitcoin_cash_MAvg_Close,bitcoin_Cash_Direction,bitcoin_OPEN,bitcoin_HIGH,bitcoin_LOW,bitcoin_CLOSE,bitcoin_Volume,bitcoin_MarketCap,bitcoin_MAvg_Open,bitcoin_MAvg_Close,bitcoin_Direction,bitconnect_OPEN,bitconnect_HIGH,bitconnect_LOW,bitconnect_CLOSE,bitconnect_Volume,bitconnect_MarketCap,bitconnect_MAvg_Open,bitconnect_MAvg_Close,bitconnect_Direction,Date,dash_OPEN,dash_HIGH,dash_LOW,dash_CLOSE,dash_Volume,dash_MarketCap,dash_MAvg_Open,dash_MAvg_Close,dash_Direction,ethereum_classic_OPEN,ethereum_classic_HIGH,ethereum_classic_LOW,ethereum_classic_CLOSE,ethereum_classic_Volume,ethereum_classic_MarketCap,ethereum_classic_MAvg_Open,ethereum_classic_MAvg_Close,ethereum_classic_Direction,ethereum_OPEN,ethereum_HIGH,ethereum_LOW,ethereum_CLOSE,ethereum_Volume,ethereum_MarketCap,ethereum_MAvg_Open,ethereum_MAvg_Close,ethereum_Direction,iota_OPEN,iota_HIGH,iota_LOW,iota_CLOSE,iota_Volume,iota_MarketCap,iota_MAvg_Open,iota_MAvg_Close,iota_Direction,litecoin_OPEN,litecoin_HIGH,litecoin_LOW,litecoin_CLOSE,litecoin_Volume,litecoin_MarketCap,litecoin_MAvg_Open,litecoin_MAvg_Close,litecoin_Direction,monero_OPEN,monero_HIGH,monero_LOW,monero_CLOSE,monero_Volume,monero_MarketCap,monero_MAvg_Open,monero_MAvg_Close,monero_Direction,nem_OPEN,nem_HIGH,nem_LOW,nem_CLOSE,nem_Volume,nem_MarketCap,nem_MAvg_Open,nem_MAvg_Close,nem_Direction,neo_OPEN,neo_HIGH,neo_LOW,neo_CLOSE,neo_Volume,neo_MarketCap,neo_MAvg_Open,neo_MAvg_Close,neo_Direction,numeraire_OPEN,numeraire_HIGH,numeraire_LOW,numeraire_CLOSE,numeraire_Volume,numeraire_MarketCap,numeraire_MAvg_Open,numeraire_MAvg_Close,numeraire_Direction,omisego_OPEN,omisego_HIGH,omisego_LOW,omisego_CLOSE,omisego_Volume,omisego_MarketCap,omisego_MAvg_Open,omisego_MAvg_Close,omisego_Direction,qtum_OPEN,qtum_HIGH,qtum_LOW,qtum_CLOSE,qtum_Volume,qtum_MarketCap,qtum_MAvg_Open,qtum_MAvg_Close,qtum_Direction,ripple_OPEN,ripple_HIGH,ripple_LOW,ripple_CLOSE,ripple_Volume,ripple_MarketCap,ripple_MAvg_Open,ripple_MAvg_Close,ripple_Direction,stratis_OPEN,stratis_HIGH,stratis_LOW,stratis_CLOSE,stratis_Volume,stratis_MarketCap,stratis_MAvg_Open,stratis_MAvg_Close,stratis_Direction,waves_OPEN,waves_HIGH,waves_LOW,waves_CLOSE,waves_Volume,waves_MarketCap,waves_MAvg_Open,waves_MAvg_Close,waves_Direction,Date
1491.12,1503.3,1214.88,1274.35,678020000,25263200000,1539.9,1410.6,Decreasing,10237.3,10288.8,8812.28,9170.54,9959400000,1.72372E+11,10550.8,9832.6,Decreasing,8.59,13.14,8.51,8.89,5672460,79051200,7.2,7.9,Increasing,"Feb 01, 2018",698.79,704.55,582.21,617.04,109256000,5486820000,715.1,663.8,Decreasing,28.77,28.88,23.74,24.97,251254000,2863780000,29.3,27,Decreasing,1119.37,1161.35,984.82,1036.79,5261680000,1.08952E+11,1124.9,1075.4,Decreasing,2.31,2.33,1.75,1.91,108876000,6419970000,2.4,2.1,Decreasing,163.68,165.81,131.55,142.3,539880000,9004330000,170.1,157,Decreasing,273.88,279.78,228.39,240.97,73082700,4291340000,288.7,262.6,Decreasing,0.791554,0.804491,0.614392,0.618265,46639300,7123980000,0.8,0.7,Decreasing,145.96,147.16,115.27,126,356495000,9487200000,153.4,139.3,Decreasing,21.65,23.33,17.69,19.01,462444,28049100,23.7,21.1,Decreasing,15.85,15.95,13.25,13.99,60157800,1617380000,15.9,14.9,Decreasing,42.1,42.1,34.71,35.68,371498000,3108800000,41,38.4,Decreasing,1.16,1.16,0.930378,0.96253,1410420000,44971500000,1.2,1.1,Decreasing,12.36,12.87,9.5,10.15,23587600,1220310000,13.1,11.5,Decreasing,7.7,7.79,6.35,6.67,27774000,769864000,8,7.3,Decreasing,01/02/18
1272.5,1272.5,980.78,1191.14,896666000,21561700000,1411.5,1317.5,Decreasing,9142.28,9142.28,7796.49,8830.75,12726900000,1.53953E+11,9829.3,9407.5,Decreasing,8.91,8.93,5.55,6.69,692302,81947000,7.8,8.1,Decreasing,"Feb 02, 2018",616.62,616.62,453.43,586.88,143263000,4842830000,664.8,633.8,Decreasing,24.95,24.95,18.37,23.07,340095000,2484190000,27,25.6,Decreasing,1035.77,1035.77,757.98,915.78,6713290000,1.00836E+11,1075.4,1023.6,Decreasing,1.9,1.92,1.41,1.81,118068000,5280740000,2.1,2,Decreasing,142.56,142.56,105.35,131.38,815540000,7844710000,157.2,145.7,Decreasing,240.84,249.27,184.94,235.63,122696000,3774700000,263.2,249.8,Decreasing,0.613639,0.621158,0.440361,0.582652,54511900,5522750000,0.7,0.7,Decreasing,125.64,129.19,91.96,120.13,552639000,8166710000,139,130.6,Decreasing,18.96,19.13,13.82,17.77,616822,24571300,21,19.5,Decreasing,13.97,13.97,10.54,13.25,62454300,1425460000,14.9,14.3,Decreasing,35.56,35.56,22.31,30.26,566508000,2626060000,38.3,36,Decreasing,0.960642,0.960642,0.635185,0.884784,3529760000,37473900000,1.1,1,Decreasing,10.1,10.1,7.16,9.33,25720900,996957000,11.5,10.6,Decreasing,6.65,6.65,5.35,6.2,26726300,664536000,7.3,6.9,Decreasing,02/02/18
1194.23,1314.43,1072.83,1272.5,453101000,20237400000,1319.3,1246,Increasing,8852.12,9430.75,8251.63,9174.91,7263790000,1.49085E+11,9410.6,9058.7,Increasing,6.7,6.91,6,6.51,317398,61616000,8.1,7.4,Decreasing,"Feb 03, 2018",589.17,645.85,533.25,637.37,83763700,4631430000,634.9,613.8,Increasing,23.15,24.74,20.76,24.2,179081000,2305470000,25.6,24.1,Increasing,919.21,991.94,847.69,964.02,3243480000,89507600000,1024.8,972.2,Increasing,1.81,2.02,1.63,1.99,64062000,5023050000,2,1.9,Increasing,131.4,165.56,121.17,160.25,687676000,7232410000,145.9,144.6,Increasing,236.51,256.98,215.6,251.59,55887100,3707610000,250.4,242.7,Increasing,0.584534,0.652762,0.512837,0.628795,42520900,5260800000,0.7,0.6,Increasing,121.03,127.28,106.91,122.97,255707000,7867210000,130.9,123,Increasing,17.98,21,16.89,19.95,541258,23299200,19.5,18.9,Increasing,13.35,14.3,12.2,14.05,31593400,1362480000,14.4,13.8,Increasing,30.39,31.62,25.77,29.93,305047000,2244470000,36,32,Decreasing,0.891992,0.974799,0.761635,0.924043,1988960000,34795900000,1,0.9,Increasing,9.4,10.19,8.34,9.66,11740300,928058000,10.6,9.7,Increasing,6.21,6.85,5.74,6.63,23023200,621154000,6.9,6.5,Increasing,03/02/18
1273.17,1286.98,1101.31,1165.38,656034000,21577500000,1246.6,1209.7,Decreasing,9175.7,9334.87,8031.22,8277.01,7073550000,1.54553E+11,9056.7,8760.9,Decreasing,6.55,6.63,5.26,5.54,309371,60272400,7.4,6.2,Decreasing,"Feb 04, 2018",637.01,649.37,533.99,549.96,80706600,5008820000,614.3,591.4,Decreasing,24.19,24.73,19.91,21.04,218348000,2409210000,24.1,22.8,Decreasing,964.67,969.03,805.06,834.68,2997090000,93953400000,973.2,904.8,Decreasing,1.98,2.07,1.64,1.74,59380900,5503780000,1.9,1.8,Decreasing,160.38,173.8,139.69,148.03,1006080000,8829970000,144.8,146.6,Decreasing,251.97,257.39,214.79,221.05,48981700,3951030000,243.1,236.1,Decreasing,0.627271,0.664819,0.536007,0.55087,41394700,5645440000,0.6,0.6,Decreasing,122.22,124.01,102.03,107.45,203674000,7943970000,123,116.8,Decreasing,20.01,20.01,14.92,15.8,195834,25913800,19,17.8,Decreasing,14.09,14.16,11.72,12.06,36225800,1437590000,13.8,13.1,Decreasing,29.72,30.68,25.38,26.19,219327000,2195080000,31.9,28.8,Decreasing,0.913418,0.952947,0.796821,0.815703,1190960000,35631700000,0.9,0.9,Decreasing,9.66,9.79,7.43,7.99,14448100,953494000,9.7,9,Decreasing,6.64,6.75,5.57,5.74,25765100,663752000,6.5,6.2,Decreasing,04/02/18
1159.89,1172.7,839.95,887.41,568117000,19659800000,1209.1,1108.4,Decreasing,8270.54,8364.84,6756.68,6955.27,9285290000,1.39325E+11,8766.1,8135.7,Decreasing,5.49,5.64,4.18,4.29,194631,50518800,6.2,5.4,Decreasing,"Feb 05, 2018",545.32,553.6,435.42,451.43,78015400,4288890000,590.5,546.3,Decreasing,20.76,21.19,15.89,16.53,171500000,2068330000,22.7,20.6,Decreasing,834.96,856.65,644.6,697.95,4269530000,81337400000,906.3,832.2,Decreasing,1.75,1.77,1.35,1.45,69213800,4867820000,1.8,1.7,Decreasing,148.73,153.52,118.15,125.33,844678000,8190580000,146.8,144.5,Decreasing,219.04,221.74,167.14,179.49,77454500,3435450000,235.8,217.4,Decreasing,0.54898,0.559763,0.44034,0.449672,28590400,4940820000,0.6,0.5,Decreasing,107.58,108.97,75.75,82.37,312096000,6992380000,116.9,104.3,Decreasing,15.65,15.95,12.8,13.35,198028,20267000,17.9,16.4,Decreasing,11.92,12.68,8.75,9.27,45236500,1216630000,13.1,11.8,Decreasing,26.24,26.76,19.64,20.54,200730000,1937850000,28.8,25.6,Decreasing,0.825943,0.833866,0.675827,0.691799,1286180000,32219400000,0.9,0.8,Decreasing,7.94,8.15,5.63,6.09,14262200,783473000,9,7.9,Decreasing,5.71,5.95,4.36,4.54,22395200,571019000,6.2,5.6,Decreasing,05/02/18
890.97,978.91,764.02,974.52,777420000,15103100000,1108,1009.1,Increasing,7051.75,7850.7,6048.26,7754,13999800000,1.1881E+11,8166,7662.1,Increasing,4.31,5.59,3.72,5.58,302712,39655600,5.4,5.1,Increasing,"Feb 06, 2018",454.17,533.55,383.97,528.5,114171000,3572920000,545.5,510,Increasing,16.75,19.42,14.06,19.39,318212000,1669530000,20.6,19,Increasing,707.74,796.44,574.42,793.12,6518270000,68958700000,835.8,775.3,Increasing,1.48,1.7,1.2,1.62,101327000,4104810000,1.7,1.6,Increasing,127.52,146.11,106.94,142.99,1148410000,7024630000,145.5,138.8,Increasing,180.87,213.46,149.41,212.29,100344000,2837430000,217.3,204.3,Increasing,0.455961,0.5842,0.397361,0.5842,50311400,4103650000,0.5,0.5,Increasing,84.07,109.21,64.88,105.95,659946000,5464510000,104.6,98.6,Increasing,13.37,15.49,11.71,15.15,450845,17313100,16.3,14.8,Increasing,9.31,11.39,7.39,11.37,56968000,949742000,11.8,10.9,Increasing,20.93,24.32,16.67,24.05,386634000,1545600000,25.6,23.6,Increasing,0.705121,0.786004,0.58836,0.776393,2361140000,27506200000,0.8,0.8,Increasing,6.09,7.12,4.75,6.86,17572200,600848000,7.9,7,Increasing,4.54,5.15,3.66,5.06,20248500,453888000,5.6,5.1,Increasing,06/02/18
971.08,1040.49,902.49,957.96,866222000,16462900000,1007.3,940,Decreasing,7755.49,8509.11,7236.79,7621.3,9169280000,1.30683E+11,7692.6,7443.5,Decreasing,5.54,5.54,2.14,2.46,792071,51017500,5.1,4.1,Decreasing,"Feb 07, 2018",524.7,584.48,493.67,521.99,79763600,4128770000,508.1,500.6,Decreasing,19.18,20.45,17.45,18.16,212987000,1912010000,18.9,18,Decreasing,790.43,851.2,723.43,757.07,3896180000,77032000000,777.7,749.4,Decreasing,1.62,1.88,1.53,1.6,65922600,4491550000,1.6,1.6,Decreasing,142.48,157.9,131.52,138.2,817808000,7851100000,139.6,135.5,Decreasing,210.73,231.25,191.86,207.28,64730900,3306780000,203.5,199.7,Decreasing,0.582114,0.617025,0.52197,0.536718,59231300,5239020000,0.5,0.5,Decreasing,105.13,118.5,94.94,102.5,571724000,6833700000,98.9,96.9,Decreasing,15.02,18.17,14.15,15.84,256991,19444500,14.7,14.8,Increasing,11.32,12.55,10.17,10.9,36639600,1155150000,10.9,10.5,Decreasing,24.09,24.53,20.99,21.78,238850000,1779020000,23.8,22.1,Decreasing,0.774576,0.805478,0.70695,0.723895,1133370000,30215600000,0.8,0.7,Decreasing,6.83,7.53,6.15,6.49,13130400,674637000,7,6.5,Decreasing,5.01,5.66,4.59,4.97,16135000,501033000,5.1,4.9,Decreasing,07/02/18
951.57,1345.2,951.57,1284.56,2203710000,16133900000,937.9,1072.3,Increasing,7637.86,8558.77,7637.86,8265.59,9346750000,1.28714E+11,7481.7,7880.3,Increasing,2.42,2.81,2.26,2.34,211125,22272200,4.1,3.5,Decreasing,"Feb 08, 2018",520.91,609.47,520.91,605,90716700,4100000000,499.9,551.8,Increasing,18.15,21.96,18.15,21.79,265155000,1809300000,18,19.8,Increasing,755.84,845.09,755.84,817.81,3708190000,73676900000,751.3,789.3,Increasing,1.61,1.85,1.61,1.78,51576300,4475690000,1.6,1.7,Increasing,138.34,151.08,138.34,149.47,869207000,7624630000,136.1,143.6,Increasing,207.78,253.12,207.78,247.22,81312200,3261220000,199.8,222.3,Increasing,0.536245,0.594279,0.525279,0.543094,42640900,4826200000,0.5,0.6,Increasing,104.06,117,104.06,112.43,546733000,6763560000,97.8,107,Increasing,15.49,16.81,15.39,15.53,259982,20063700,14.6,15.5,Increasing,10.88,12.26,10.88,11.89,31563700,1110480000,10.5,11.4,Increasing,21.95,27.38,21.95,26.48,276759000,1621640000,22.3,24.1,Increasing,0.729252,0.80697,0.722611,0.805263,947315000,28447500000,0.7,0.8,Increasing,6.42,7.36,6.42,7.35,12229100,634084000,6.4,6.9,Increasing,4.92,6,4.92,5.58,31567200,492456000,4.8,5.2,Increasing,08/02/18
1273.87,1342.41,1206.39,1312.11,1133760000,21601200000,1065.5,1184.9,Increasing,8271.84,8736.98,7884.71,8736.98,6784820000,1.39412E+11,7888.4,8208,Increasing,2.34,2.35,2.09,2.19,168616,21567800,3.4,2.3,Decreasing,"Feb 09, 2018",606.76,638.33,577.45,637.82,93581200,4776920000,550.8,588.3,Increasing,21.89,26.21,21,26,393049000,2182530000,19.7,22,Increasing,818.48,884,788.83,883.87,2495820000,79799300000,788.3,819.6,Increasing,1.78,1.97,1.7,1.96,45992000,4953720000,1.7,1.8,Increasing,149.73,163.98,142.59,163.95,722205000,8254980000,143.5,150.5,Increasing,247.82,260.84,233.44,260.43,77557200,3890810000,222.1,238.3,Increasing,0.544268,0.590486,0.517372,0.590486,60340000,4898410000,0.6,0.6,Increasing,111.99,117.65,108.84,117.57,212450000,7279310000,107.1,110.8,Increasing,15.57,16.65,14.43,16.16,243876,20163900,15.4,15.8,Increasing,12.21,13.21,11.56,13.2,41973800,1246080000,11.5,12,Increasing,27.79,31.59,25.98,31.16,618154000,2052790000,24.6,26.5,Increasing,0.79714,0.954428,0.77154,0.954428,1690340000,31095800000,0.8,0.8,Increasing,7.31,8.22,6.95,8.21,12699200,721390000,6.9,7.3,Increasing,5.6,6.09,5.3,6.04,24332800,559784000,5.2,5.5,Increasing,09/02/18
1311.99,1394.81,1215.72,1257.31,734606000,22249700000,1179.1,1284.7,Decreasing,8720.08,9122.55,8295.47,8621.9,7780960000,1.46981E+11,8209.9,8541.5,Decreasing,2.19,2.64,2.19,2.39,152689,20226800,2.3,2.3,Increasing,"Feb 10, 2018",639.42,672.16,604.84,634.1,116397000,5035300000,589,625.6,Decreasing,25.95,26.65,23.08,24.52,256181000,2588640000,22,24.1,Decreasing,882.47,917.4,825.58,860.41,2930530000,86055600000,818.9,854,Decreasing,1.96,2.13,1.79,1.86,68051900,5437920000,1.8,1.9,Decreasing,163.49,169.33,149.14,155.59,576328000,9015890000,150.5,156.3,Decreasing,260.59,271.82,243.91,250.03,76435300,4092070000,238.7,252.6,Decreasing,0.598384,0.64492,0.55753,0.590511,74166200,5385460000,0.6,0.6,Decreasing,117.21,122.84,104.98,110.63,355323000,7618880000,111.1,113.5,Decreasing,16.17,21.7,15.41,19.39,1233990,20936000,15.7,17,Increasing,13.2,13.88,11.93,12.51,43385500,1346830000,12.1,12.5,Decreasing,30.83,34.59,29.09,30.27,421275000,2277460000,26.9,29.3,Decreasing,0.947251,1.3,0.947251,1.07,4682010000,36951500000,0.8,0.9,Increasing,8.26,8.86,7.19,7.86,20070700,815645000,7.3,7.8,Decreasing,6.06,6.32,5.47,5.72,29552400,606151000,5.5,5.8,Decreasing,10/02/18
1255.59,1306.2,1197.87,1217.64,651555000,21295600000,1280.5,1262.4,Decreasing,8616.13,8616.13,7931.1,8129.97,6122190000,1.45245E+11,8536,8496.3,Decreasing,2.35,2.39,2.12,2.25,76175,21665700,2.3,2.3,Decreasing,"Feb 11, 2018",633.43,633.43,561.91,580.02,81111400,4989410000,626.5,617.3,Decreasing,24.53,26,21.42,24.13,378189000,2447400000,24.1,24.9,Decreasing,859.29,859.29,788.22,814.66,2486650000,83813000000,853.4,853,Decreasing,1.86,1.86,1.62,1.7,45356200,5165180000,1.9,1.8,Decreasing,155.39,155.73,142.61,148.99,495720000,8571530000,156.2,156.2,Decreasing,249.44,249.44,219.23,229.49,51680100,3917970000,252.6,246.6,Decreasing,0.589823,0.589823,0.514947,0.52864,28515100,5308410000,0.6,0.6,Decreasing,110.45,113.19,96.78,103.4,257944000,7179000000,113.2,110.5,Decreasing,19.85,20.74,16.24,18.31,596317,25660900,17.2,18,Decreasing,12.54,12.67,11.06,11.86,29981600,1279750000,12.7,12.5,Decreasing,30.21,30.21,26.26,27.48,258212000,2231910000,29.6,29.6,Decreasing,1.07,1.08,0.929767,1,2555310000,41635500000,0.9,1,Decreasing,7.84,7.84,6.61,6.99,9233680,774245000,7.8,7.7,Decreasing,5.72,5.72,5.01,5.45,21599600,571865000,5.8,5.7,Decreasing,11/02/18
1222.43,1302.66,1222.43,1283.91,466213000,20735400000,1263.3,1253,Increasing,8141.43,8985.92,8141.43,8926.57,6256440000,1.37258E+11,8492.5,8559.5,Increasing,2.24,3.12,2.23,3.01,198019,20673000,2.3,2.5,Increasing,"Feb 12, 2018",582.83,626.77,582.83,620.56,76646200,4591910000,618.6,611.6,Increasing,24.31,30.33,24.31,29.88,541766000,2425800000,24.9,26.2,Increasing,817.51,875.94,817.51,868.71,2243450000,79754400000,853.1,847.9,Increasing,1.71,1.91,1.71,1.87,36974300,4763780000,1.8,1.8,Increasing,150.1,163.35,150.1,161.57,535710000,8282050000,156.3,155.4,Increasing,229.87,251.41,229.87,247.57,45760100,3611420000,246.6,242.4,Increasing,0.532219,0.561441,0.530871,0.557894,22479700,4789980000,0.6,0.6,Increasing,104.18,115.85,104.18,113.25,272089000,6771600000,110.6,109.1,Increasing,18.43,24.17,17.81,21.98,1239570,23825800,18.2,19.9,Increasing,11.95,13,11.93,12.84,24588600,1219240000,12.6,12.4,Increasing,27.58,30.81,27.58,30.13,212954000,2037250000,29.5,29.3,Increasing,1.01,1.11,1.01,1.08,1756290000,39262700000,1,1.1,Increasing,7.03,7.98,7.03,7.9,10176500,694445000,7.7,7.6,Increasing,5.49,5.89,5.49,5.72,20167600,548602000,5.8,5.6,Increasing,12/02/18
1285.23,1289.42,1205.73,1231.98,442663000,21803000000,1254.4,1244.5,Decreasing,8926.72,8958.47,8455.41,8598.31,5696720000,1.50516E+11,8561.4,8551.6,Decreasing,3,3.19,2.83,3.03,111873,27695200,2.5,2.8,Increasing,"Feb 13, 2018",622.12,625.75,583.4,595.47,73287300,4902660000,612.8,598.7,Decreasing,29.88,34.73,28.32,33.96,1135950000,2982730000,26.2,29.3,Increasing,869.29,870.71,828.84,845.26,2081170000,84824200000,848.7,842.9,Decreasing,1.87,1.87,1.75,1.81,30056900,5211600000,1.8,1.8,Decreasing,161.78,162.37,153.51,159.55,483468000,8928360000,155.8,156.7,Decreasing,247.99,248.88,230.03,234.69,46476400,3897150000,242.4,237.2,Decreasing,0.560197,0.567745,0.52682,0.533186,36379100,5041770000,0.6,0.5,Decreasing,113.64,114.93,108.64,111.17,176966000,7386420000,109.4,109.3,Decreasing,21.73,22.22,20.18,20.18,284117,28094400,20,20.2,Decreasing,12.88,13.06,12.31,12.99,23326000,1314360000,12.5,12.6,Increasing,30.21,30.46,28.55,30.11,242714000,2231570000,29.3,29.2,Decreasing,1.08,1.08,1.01,1.03,921100000,42119800000,1.1,1,Decreasing,7.93,8.24,7.55,7.95,17510200,782976000,7.6,7.6,Increasing,5.74,5.76,5.4,5.6,17030400,574298000,5.6,5.6,Decreasing,13/02/18
1229.18,1384.06,1229.18,1362.27,629852000,20854300000,1245.6,1292.7,Increasing,8599.92,9518.54,8599.92,9494.63,7909820000,1.45023E+11,8556,9006.5,Increasing,3.05,5.52,3.05,3.73,385193,28162900,2.8,3.3,Increasing,"Feb 14, 2018",593.59,685.12,593.59,678.98,138992000,4679080000,599.5,631.7,Increasing,34.32,36.44,33.4,35.04,1055340000,3426860000,29.5,33,Increasing,844.28,926.43,844.28,923.56,2818370000,82400600000,843.7,879.2,Increasing,1.82,2.03,1.79,2.03,53007600,5052450000,1.8,1.9,Increasing,159.58,218.23,159.58,213.36,2383340000,8809590000,157.2,178.2,Increasing,234.34,276.66,234.34,276.66,116137000,3683460000,237.4,253,Increasing,0.53192,0.570553,0.528626,0.570005,73477500,4787280000,0.5,0.6,Increasing,110.86,123.03,110.86,122.52,228693000,7206140000,109.6,115.6,Increasing,20.37,22.31,19.81,22.1,382246,26338300,20.2,21.4,Increasing,12.97,15.72,12.97,15.66,91650800,1323570000,12.6,13.8,Increasing,30.04,32.62,29.99,32.55,334300000,2219240000,29.3,30.9,Increasing,1.03,1.17,1.02,1.14,1457600000,40026500000,1,1.1,Increasing,7.91,9.74,7.91,9.36,47682600,780623000,7.6,8.4,Increasing,5.59,6.44,5.58,6.42,20068500,558952000,5.6,5.9,Increasing,14/02/18
1358.65,1400.71,1330.18,1375.81,502454000,23053300000,1291,1323.4,Increasing,9488.32,10234.8,9395.58,10166.4,9062540000,1.60025E+11,9005,9419.8,Increasing,3.86,4.3,3.7,4.04,157578,35618900,3.3,3.6,Increasing,"Feb 15, 2018",679.79,705.67,667.21,703.86,116822000,5359910000,631.8,659.4,Increasing,34.83,35.65,32.83,34.53,635228000,3477970000,33,34.5,Decreasing,923.73,951.95,911.11,936.98,2900100000,90173300000,879.1,901.9,Increasing,2.03,2.17,2,2.13,65315300,5635360000,1.9,2,Increasing,212.35,237.88,211.17,225.43,2087290000,11725700000,177.9,199.4,Increasing,276.08,304.78,269.32,303.25,85772700,4340620000,252.8,271.5,Increasing,0.569045,0.588881,0.544115,0.561359,67295600,5121400000,0.6,0.6,Decreasing,122,125.76,118.79,123.29,218616000,7930300000,115.5,119,Increasing,22.04,23.17,21.13,22.16,186324,28493800,21.4,21.5,Increasing,15.63,16.71,14.99,16.67,54142700,1594790000,13.8,15.1,Increasing,32.42,33.53,31.91,33.06,222910000,2394940000,30.9,31.9,Increasing,1.14,1.16,1.11,1.15,1188530000,44433600000,1.1,1.1,Increasing,9.26,9.76,9.08,9.54,23848900,914277000,8.4,8.9,Increasing,6.42,8.07,6.38,8.07,61670200,641992000,5.9,6.7,Increasing,15/02/18
1373.16,1558.66,1369.68,1552.2,961010000,23302000000,1320.3,1430.1,Increasing,10135.7,10324.1,9824.82,10233.9,7296160000,1.7096E+11,9408,9965,Increasing,4.06,4.19,3.87,4.13,149639,37459600,3.7,4,Increasing,"Feb 16, 2018",702.53,722.02,684.28,698.86,100343000,5540570000,658.6,693.9,Decreasing,34.43,35.34,32.9,35.03,456754000,3439180000,34.5,34.9,Increasing,934.79,950,917.85,944.21,2369450000,91272100000,900.9,934.9,Increasing,2.12,2.18,2,2.1,44770200,5894520000,2,2.1,Decreasing,225.5,236.09,212.33,230.12,1300090000,12455300000,199.1,223,Increasing,301.01,302.1,280.22,296.48,64320200,4733640000,270.5,292.1,Decreasing,0.560086,0.598202,0.548458,0.568887,90028500,5040780000,0.6,0.6,Increasing,123.02,130.62,119.94,128.85,194878000,7996380000,118.6,124.9,Increasing,22.06,22.68,20.55,21.25,106464,28525200,21.5,21.8,Decreasing,16.67,18.23,16.03,18.17,81337500,1701370000,15.1,16.8,Increasing,33.03,33.95,31.99,33.02,166522000,2440380000,31.8,32.9,Decreasing,1.14,1.15,1.11,1.14,568339000,44663300000,1.1,1.1,Increasing,9.5,9.79,9,9.56,14430300,938100000,8.9,9.5,Increasing,8,8.36,7.49,7.9,44143700,800093000,6.7,7.5,Decreasing,16/02/18
1548.48,1568.64,1517.14,1551.39,641719000,26280100000,1426.8,1493.1,Increasing,10207.5,11139.5,10149.4,11112.7,8660880000,1.72191E+11,9943.8,10504.3,Increasing,4.08,4.38,4.01,4.31,185105,37708600,4,4.2,Increasing,"Feb 17, 2018",699.13,748.89,693.64,742.16,116106000,5515090000,693.8,715,Increasing,34.97,35.4,34.38,34.99,418534000,3493650000,34.7,34.8,Increasing,944.75,976.6,940.75,974.12,2525720000,92264000000,934.4,951.8,Increasing,2.1,2.21,2.08,2.2,42149700,5842140000,2.1,2.1,Increasing,229.5,233.45,225.6,229.47,863401000,12679700000,222.4,228.3,Decreasing,296,334.71,293.13,325.67,134269000,4655820000,291,308.5,Increasing,0.565686,0.602952,0.560204,0.59888,147788000,5091170000,0.6,0.6,Increasing,131.03,139.8,129.42,136.75,286385000,8516620000,125.3,129.6,Increasing,21.24,23.32,20.99,23.25,212041,27463300,21.8,22.2,Increasing,18.17,18.64,17.69,18.29,59295600,1853770000,16.8,17.7,Increasing,33.17,33.69,32.67,33.56,178525000,2450940000,32.9,33.2,Increasing,1.14,1.22,1.13,1.2,1186730000,44370200000,1.1,1.2,Increasing,9.53,9.95,9.42,9.76,19415600,940978000,9.4,9.6,Increasing,7.88,7.96,7.63,7.84,34458200,788332000,7.4,7.9,Decreasing,17/02/18
1552.1,1641.4,1428.49,1487.46,907873000,26344200000,1491.2,1530.3,Decreasing,11123.4,11349.8,10326,10551.8,8744010000,1.87663E+11,10488.9,10632.8,Decreasing,4.34,4.34,3.66,3.7,150823,40037400,4.2,4,Decreasing,"Feb 18, 2018",744.09,747.42,673.57,689.28,96752600,5871020000,715.2,710.1,Decreasing,35.01,35.08,31.52,34.88,456829000,3498390000,34.8,35,Decreasing,973.35,982.93,915.45,923.92,2567290000,95077100000,951,947.4,Decreasing,2.2,2.21,1.98,1.98,43653800,6121620000,2.1,2.1,Decreasing,230.51,232.64,214.46,215.74,1011120000,12738800000,228.5,225.1,Decreasing,325.96,327.77,294.42,300.12,68135100,5128420000,307.7,307.4,Decreasing,0.595298,0.595298,0.527599,0.530407,95781300,5357680000,0.6,0.6,Decreasing,136.4,137.95,124.32,127.38,207624000,8866100000,130.1,131,Decreasing,22.69,23.78,20.43,20.43,145246,29298400,22,21.6,Decreasing,18.32,18.41,16.35,16.66,42287800,1869770000,17.7,17.7,Decreasing,33.47,33.68,29.97,31.24,181070000,2473010000,33.2,32.6,Decreasing,1.2,1.21,1.09,1.12,1113650000,46997500000,1.2,1.2,Decreasing,9.76,9.78,8.82,9.26,14139400,963499000,9.6,9.5,Decreasing,7.84,8.09,7.13,7.54,40081300,784044000,7.9,7.8,Decreasing,18/02/18
