,Date,Date,bitcoin_cash_MAvg_Close,bitcoin_MAvg_Close,bitconnect_MAvg_Close,dash_MAvg_Close,ethereum_MAvg_Close,ethereum_classic_MAvg_Close,iota_MAvg_Close,litecoin_MAvg_Close,monero_MAvg_Close,nem_MAvg_Close,neo_MAvg_Close,numeraire_MAvg_Close,omisego_MAvg_Close,qtum_MAvg_Close,ripple_MAvg_Close,stratis_MAvg_Close,waves_MAvg_Close
151,"Dec 21, 2017",2017-12-21,3332.0,16734.7,363.6,1390.8,822.3,42.1,5.2,327.4,421.5,1.0,72.6,28.2,17.7,64.5,0.9,12.0,15.7
152,"Dec 22, 2017",2017-12-22,3295.6,15419.8,331.0,1388.2,771.7,39.0,4.5,299.0,411.1,0.9,67.5,26.7,15.9,58.4,1.0,11.3,14.6
153,"Dec 23, 2017",2017-12-23,3073.6,14778.0,306.3,1296.4,738.4,35.3,4.0,290.2,382.0,0.9,61.9,26.3,14.8,56.3,1.2,12.0,14.3
154,"Dec 24, 2017",2017-12-24,2952.3,14152.3,273.3,1213.1,696.1,31.5,3.5,276.4,355.1,0.9,58.1,25.5,13.9,53.5,1.1,12.5,13.5
155,"Dec 25, 2017",2017-12-25,3038.3,14217.2,250.0,1212.0,726.5,32.0,3.5,279.2,360.0,1.0,61.6,29.3,14.8,56.3,1.1,14.3,14.1
156,"Dec 26, 2017",2017-12-26,2988.9,14684.1,286.5,1194.5,744.6,32.0,3.6,278.6,359.8,1.0,63.8,31.3,15.1,55.9,1.1,14.8,14.1
157,"Dec 27, 2017",2017-12-27,2984.4,15321.6,346.5,1196.2,767.5,32.5,3.7,277.4,388.1,1.0,66.2,33.7,15.3,56.1,1.2,14.7,14.0
158,"Dec 28, 2017",2017-12-28,2855.0,15514.9,409.7,1191.1,757.9,31.5,3.7,269.5,394.1,0.9,65.9,33.6,15.1,55.4,1.3,14.3,13.5
159,"Dec 29, 2017",2017-12-29,2745.4,15033.7,431.5,1166.1,751.2,30.6,3.7,255.9,392.7,1.0,68.7,34.0,15.4,56.4,1.7,14.4,13.3
160,"Dec 30, 2017",2017-12-30,2579.7,14071.6,419.1,1106.7,736.0,28.8,3.6,238.1,362.4,1.0,70.6,32.0,15.9,58.5,1.9,14.1,12.7
161,"Dec 31, 2017",2017-12-31,2568.5,13921.6,422.3,1070.4,742.5,28.3,3.5,232.2,352.4,1.0,74.1,31.6,17.5,60.5,2.2,14.1,12.7
162,"Jan 01, 2018",2018-01-01,2452.7,13588.6,396.3,1039.0,748.9,29.7,3.6,226.7,346.3,1.0,75.7,33.9,18.6,61.3,2.3,14.2,12.3
163,"Jan 02, 2018",2018-01-02,2558.8,14265.2,411.0,1107.8,804.6,32.4,3.8,238.9,363.8,1.1,81.7,36.8,19.8,61.3,2.4,15.3,12.8
164,"Jan 03, 2018",2018-01-03,2584.1,14613.4,420.5,1147.5,873.3,34.6,4.0,243.4,384.8,1.3,91.6,38.5,20.1,60.2,2.7,16.2,13.0
165,"Jan 04, 2018",2018-01-04,2583.3,15260.8,434.9,1206.1,942.7,35.4,4.1,247.5,399.5,1.5,98.3,37.7,20.3,59.1,2.9,16.4,13.0
166,"Jan 05, 2018",2018-01-05,2541.1,16076.6,426.3,1184.3,980.5,35.8,4.0,245.3,400.0,1.7,100.0,35.7,19.7,59.8,3.1,16.1,12.5
167,"Jan 06, 2018",2018-01-06,2600.4,16851.9,426.9,1215.7,1006.8,37.0,3.9,262.4,413.6,1.6,98.4,33.8,19.3,71.6,3.1,15.8,12.5
168,"Jan 07, 2018",2018-01-07,2719.3,17144.7,409.7,1234.3,1064.2,38.5,3.9,278.1,432.3,1.7,99.5,35.3,20.8,81.0,3.2,16.1,12.6
169,"Jan 08, 2018",2018-01-08,2665.0,16391.6,396.1,1212.7,1114.5,37.8,4.0,280.2,439.1,1.7,101.9,41.0,22.5,78.8,3.0,18.3,13.1
170,"Jan 09, 2018",2018-01-09,2533.3,15414.4,364.0,1161.7,1200.5,37.8,3.8,263.7,425.9,1.7,110.6,45.2,24.5,65.0,2.6,19.4,13.2
171,"Jan 10, 2018",2018-01-10,2569.5,14912.9,347.4,1102.0,1234.7,36.5,3.7,251.1,408.7,1.5,117.4,47.6,24.2,54.4,2.2,20.2,13.1
172,"Jan 11, 2018",2018-01-11,2583.2,14324.8,327.6,1075.4,1236.8,36.0,3.6,242.3,392.2,1.4,119.4,45.3,23.4,51.0,2.0,18.3,12.1
173,"Jan 12, 2018",2018-01-12,2659.7,14119.9,317.5,1056.4,1228.0,35.4,3.6,238.9,386.0,1.4,118.6,44.9,22.6,50.1,2.0,18.0,11.6
174,"Jan 13, 2018",2018-01-13,2589.6,13915.5,314.4,1054.3,1274.8,37.2,3.7,241.8,390.1,1.4,124.5,46.0,23.4,50.3,2.0,18.2,11.3
175,"Jan 14, 2018",2018-01-14,2619.9,14037.6,311.5,1056.4,1345.5,40.6,3.8,244.9,404.8,1.4,145.2,47.4,24.1,53.1,2.0,19.5,11.4
176,"Jan 15, 2018",2018-01-15,2546.7,13984.0,289.1,1017.8,1351.7,41.9,3.7,243.5,411.4,1.4,166.1,45.8,24.0,53.8,1.9,20.2,11.2
177,"Jan 16, 2018",2018-01-16,2242.3,13027.4,189.6,904.3,1237.5,37.3,3.3,219.9,378.0,1.3,167.7,38.1,21.2,47.6,1.6,18.6,10.1
178,"Jan 17, 2018",2018-01-17,1973.9,12166.3,99.3,830.8,1120.0,32.7,2.9,202.5,351.3,1.1,158.0,32.2,19.3,41.7,1.4,16.8,9.1
179,"Jan 18, 2018",2018-01-18,1759.0,11384.7,26.5,796.2,1034.7,29.3,2.7,189.2,318.6,1.0,143.1,30.2,17.7,36.6,1.4,14.8,8.4
180,"Jan 19, 2018",2018-01-19,1758.1,11423.6,29.8,825.1,1029.9,30.3,2.7,190.8,333.4,1.1,141.2,31.7,18.1,37.7,1.5,14.7,8.5
181,"Jan 20, 2018",2018-01-20,1852.8,11993.8,29.5,869.3,1076.8,32.3,2.8,198.9,355.0,1.1,144.0,33.6,18.6,42.6,1.6,15.2,9.0
182,"Jan 21, 2018",2018-01-21,1859.5,12035.6,22.9,863.5,1081.3,32.3,2.8,198.1,364.5,1.1,140.2,31.8,18.4,44.4,1.5,14.7,8.9
183,"Jan 22, 2018",2018-01-22,1810.2,11810.2,18.8,835.9,1069.3,31.5,2.7,193.8,348.3,1.1,134.9,29.8,17.4,44.7,1.4,13.7,8.7
184,"Jan 23, 2018",2018-01-23,1673.3,11133.3,16.9,779.6,1013.0,29.3,2.6,182.7,323.1,1.0,125.5,27.4,16.2,40.6,1.4,12.5,8.3
185,"Jan 24, 2018",2018-01-24,1627.5,11053.1,15.4,765.2,1016.1,29.1,2.5,179.3,313.9,1.0,127.2,27.6,16.5,39.9,1.4,12.3,8.4
186,"Jan 25, 2018",2018-01-25,1634.2,11162.4,14.0,776.0,1033.7,29.1,2.4,179.4,314.3,1.0,132.0,27.8,17.3,40.1,1.3,12.6,8.7
187,"Jan 26, 2018",2018-01-26,1628.4,11263.4,12.3,784.4,1056.7,29.2,2.4,179.0,319.4,0.9,137.4,27.6,17.5,40.3,1.3,12.9,8.9
188,"Jan 27, 2018",2018-01-27,1624.9,11290.5,11.4,784.0,1072.8,29.2,2.4,179.3,320.7,0.9,138.7,27.7,16.8,40.0,1.3,13.5,9.0
189,"Jan 28, 2018",2018-01-28,1659.6,11466.1,10.0,789.5,1136.1,30.4,2.4,183.8,325.7,1.0,143.4,28.3,16.6,41.0,1.3,14.1,9.1
190,"Jan 29, 2018",2018-01-29,1677.3,11507.8,8.6,784.6,1178.5,31.4,2.5,185.5,323.4,1.0,153.5,28.4,16.7,42.2,1.3,14.6,9.0
191,"Jan 30, 2018",2018-01-30,1624.6,11063.0,7.1,752.3,1166.5,30.6,2.4,180.3,307.6,0.9,155.5,26.4,16.3,41.5,1.3,13.8,8.5
192,"Jan 31, 2018",2018-01-31,1538.2,10541.3,7.2,714.0,1123.9,29.2,2.4,170.1,287.8,0.8,153.4,23.7,15.9,41.0,1.2,13.0,8.0
193,"Feb 01, 2018",2018-02-01,1410.6,9832.6,7.9,663.8,1075.4,27.0,2.1,157.0,262.6,0.7,139.3,21.1,14.9,38.4,1.1,11.5,7.3
194,"Feb 02, 2018",2018-02-02,1317.5,9407.5,8.1,633.8,1023.6,25.6,2.0,145.7,249.8,0.7,130.6,19.5,14.3,36.0,1.0,10.6,6.9
195,"Feb 03, 2018",2018-02-03,1246.0,9058.7,7.4,613.8,972.2,24.1,1.9,144.6,242.7,0.6,123.0,18.9,13.8,32.0,0.9,9.7,6.5
196,"Feb 04, 2018",2018-02-04,1209.7,8760.9,6.2,591.4,904.8,22.8,1.8,146.6,236.1,0.6,116.8,17.8,13.1,28.8,0.9,9.0,6.2
197,"Feb 05, 2018",2018-02-05,1108.4,8135.7,5.4,546.3,832.2,20.6,1.7,144.5,217.4,0.5,104.3,16.4,11.8,25.6,0.8,7.9,5.6
198,"Feb 06, 2018",2018-02-06,1009.1,7662.1,5.1,510.0,775.3,19.0,1.6,138.8,204.3,0.5,98.6,14.8,10.9,23.6,0.8,7.0,5.1
199,"Feb 07, 2018",2018-02-07,940.0,7443.5,4.1,500.6,749.4,18.0,1.6,135.5,199.7,0.5,96.9,14.8,10.5,22.1,0.7,6.5,4.9
200,"Feb 08, 2018",2018-02-08,1072.3,7880.3,3.5,551.8,789.3,19.8,1.7,143.6,222.3,0.6,107.0,15.5,11.4,24.1,0.8,6.9,5.2
201,"Feb 09, 2018",2018-02-09,1184.9,8208.0,2.3,588.3,819.6,22.0,1.8,150.5,238.3,0.6,110.8,15.8,12.0,26.5,0.8,7.3,5.5
202,"Feb 10, 2018",2018-02-10,1284.7,8541.5,2.3,625.6,854.0,24.1,1.9,156.3,252.6,0.6,113.5,17.0,12.5,29.3,0.9,7.8,5.8
203,"Feb 11, 2018",2018-02-11,1262.4,8496.3,2.3,617.3,853.0,24.9,1.8,156.2,246.6,0.6,110.5,18.0,12.5,29.6,1.0,7.7,5.7
204,"Feb 12, 2018",2018-02-12,1253.0,8559.5,2.5,611.6,847.9,26.2,1.8,155.4,242.4,0.6,109.1,19.9,12.4,29.3,1.1,7.6,5.6
205,"Feb 13, 2018",2018-02-13,1244.5,8551.6,2.8,598.7,842.9,29.3,1.8,156.7,237.2,0.5,109.3,20.2,12.6,29.2,1.0,7.6,5.6
206,"Feb 14, 2018",2018-02-14,1292.7,9006.5,3.3,631.7,879.2,33.0,1.9,178.2,253.0,0.6,115.6,21.4,13.8,30.9,1.1,8.4,5.9
207,"Feb 15, 2018",2018-02-15,1323.4,9419.8,3.6,659.4,901.9,34.5,2.0,199.4,271.5,0.6,119.0,21.5,15.1,31.9,1.1,8.9,6.7
208,"Feb 16, 2018",2018-02-16,1430.1,9965.0,4.0,693.9,934.9,34.9,2.1,223.0,292.1,0.6,124.9,21.8,16.8,32.9,1.1,9.5,7.5
209,"Feb 17, 2018",2018-02-17,1493.1,10504.3,4.2,715.0,951.8,34.8,2.1,228.3,308.5,0.6,129.6,22.2,17.7,33.2,1.2,9.6,7.9
210,"Feb 18, 2018",2018-02-18,1530.3,10632.8,4.0,710.1,947.4,35.0,2.1,225.1,307.4,0.6,131.0,21.6,17.7,32.6,1.2,9.5,7.8
211,"Feb 19, 2018",2018-02-19,1524.5,10963.3,4.0,720.1,947.3,36.4,2.1,222.8,314.1,0.6,133.9,22.7,17.5,32.5,1.2,9.7,7.8
212,"Feb 20, 2018",2018-02-20,1480.3,11060.3,3.7,701.0,921.1,37.5,2.0,223.9,307.0,0.5,131.1,22.9,17.6,31.7,1.1,9.4,7.9
213,"Feb 21, 2017",2017-02-21,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
214,"Feb 22, 2017",2017-02-22,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
215,"Feb 23, 2017",2017-02-23,,1133.2,0.7,22.9,12.8,1.2,,3.8,12.7,0.0,0.1,,,,0.0,0.1,0.2
216,"Feb 24, 2017",2017-02-24,,1152.6,0.8,24.5,12.9,1.2,,3.8,12.5,0.0,0.1,,,,0.0,0.1,0.2
217,"Feb 25, 2017",2017-02-25,,1161.4,0.8,26.1,13.2,1.2,,3.8,12.2,0.0,0.1,,,,0.0,0.1,0.2
218,"Feb 26, 2017",2017-02-26,,1160.9,0.8,27.0,13.7,1.2,,3.8,11.9,0.0,0.1,,,,0.0,0.1,0.2
219,"Feb 27, 2017",2017-02-27,,1163.0,0.8,27.7,14.5,1.2,,3.8,11.9,0.0,0.1,,,,0.0,0.1,0.2
220,"Feb 28, 2017",2017-02-28,,1175.0,0.8,29.6,15.2,1.2,,3.8,12.0,0.0,0.1,,,,0.0,0.1,0.2
221,"Mar 01, 2017",2017-03-01,,1194.1,0.8,34.4,16.2,1.3,,3.8,12.2,0.0,0.1,,,,0.0,0.1,0.2
222,"Mar 02, 2017",2017-03-02,,1217.8,0.8,39.2,17.4,1.3,,3.8,12.6,0.0,0.1,,,,0.0,0.1,0.2
223,"Mar 03, 2017",2017-03-03,,1249.5,0.9,44.1,18.6,1.4,,3.9,13.1,0.0,0.1,,,,0.0,0.1,0.2
224,"Mar 04, 2017",2017-03-04,,1260.4,0.9,44.4,19.0,1.4,,3.9,13.6,0.0,0.1,,,,0.0,0.1,0.2
225,"Mar 05, 2017",2017-03-05,,1265.8,0.9,44.4,19.1,1.4,,3.9,14.3,0.0,0.1,,,,0.0,0.1,0.2
226,"Mar 06, 2017",2017-03-06,,1265.0,0.9,44.1,19.2,1.4,,3.9,14.8,0.0,0.1,,,,0.0,0.1,0.2
227,"Mar 07, 2017",2017-03-07,,1254.5,0.9,44.8,19.3,1.4,,3.9,14.7,0.0,0.1,,,,0.0,0.1,0.2
228,"Mar 08, 2017",2017-03-08,,1215.5,0.9,44.8,18.4,1.4,,3.8,13.8,0.0,0.1,,,,0.0,0.1,0.2
229,"Mar 09, 2017",2017-03-09,,1187.3,1.1,46.4,17.8,1.3,,3.8,13.0,0.0,0.1,,,,0.0,0.1,0.2
230,"Mar 10, 2017",2017-03-10,,1151.7,1.4,47.9,17.9,1.3,,3.8,12.9,0.0,0.1,,,,0.0,0.1,0.2
231,"Mar 11, 2017",2017-03-11,,1160.3,1.7,58.1,19.5,1.3,,3.8,13.6,0.0,0.1,,,,0.0,0.1,0.2
232,"Mar 12, 2017",2017-03-12,,1171.3,1.8,66.8,21.4,1.4,,3.8,14.9,0.0,0.1,,,,0.0,0.1,0.2
233,"Mar 13, 2017",2017-03-13,,1209.7,1.8,74.9,24.5,1.5,,3.9,16.5,0.0,0.1,,,,0.0,0.1,0.2
234,"Mar 14, 2017",2017-03-14,,1231.1,1.8,80.0,26.9,1.6,,4.0,17.6,0.0,0.1,,,,0.0,0.1,0.3
235,"Mar 15, 2017",2017-03-15,,1240.5,1.9,86.0,30.8,1.7,,4.1,18.3,0.0,0.1,,,,0.0,0.1,0.3
236,"Mar 16, 2017",2017-03-16,,1225.8,1.9,91.0,36.7,1.9,,4.2,19.7,0.0,0.1,,,,0.0,0.1,0.3
237,"Mar 17, 2017",2017-03-17,,1179.2,1.8,94.7,42.7,1.9,,4.2,21.3,0.0,0.1,,,,0.0,0.1,0.3
238,"Mar 18, 2017",2017-03-18,,1087.3,1.7,99.4,42.4,1.9,,4.1,21.6,0.0,0.1,,,,0.0,0.1,0.3
239,"Mar 19, 2017",2017-03-19,,1036.9,1.7,105.5,41.9,1.8,,4.0,21.9,0.0,0.2,,,,0.0,0.1,0.3
240,"Mar 20, 2017",2017-03-20,,1021.6,1.7,105.8,40.8,1.9,,4.0,22.0,0.0,0.2,,,,0.0,0.1,0.3
241,"Mar 21, 2017",2017-03-21,,1070.5,1.8,101.2,43.8,2.1,,4.0,22.4,0.0,0.2,,,,0.0,0.1,0.3
242,"Mar 22, 2017",2017-03-22,,1074.6,1.8,99.0,43.0,2.3,,4.0,21.7,0.0,0.2,,,,0.0,0.1,0.3
243,"Mar 23, 2017",2017-03-23,,1069.4,1.9,99.4,43.1,2.4,,4.0,21.5,0.0,0.2,,,,0.0,0.1,0.3
244,"Mar 24, 2017",2017-03-24,,1008.4,2.4,100.1,46.4,2.4,,4.0,21.4,0.0,0.2,,,,0.0,0.1,0.3
245,"Mar 25, 2017",2017-03-25,,983.0,2.8,97.7,49.3,2.3,,4.0,21.0,0.0,0.2,,,,0.0,0.1,0.3
246,"Mar 26, 2017",2017-03-26,,959.0,3.1,95.1,51.6,2.3,,4.1,20.3,0.0,0.2,,,,0.0,0.1,0.3
247,"Mar 27, 2017",2017-03-27,,995.1,3.1,91.2,50.5,2.2,,4.1,19.8,0.0,0.2,,,,0.0,0.2,0.3
248,"Mar 28, 2017",2017-03-28,,1019.9,3.2,89.1,50.3,2.2,,4.1,19.7,0.0,0.2,,,,0.0,0.2,0.4
249,"Mar 29, 2017",2017-03-29,,1044.3,3.3,86.0,51.2,2.2,,4.1,20.2,0.0,0.2,,,,0.0,0.2,0.4
250,"Mar 30, 2017",2017-03-30,,1037.8,3.4,84.0,52.0,2.5,,5.1,20.6,0.0,0.2,,,,0.0,0.2,0.4
251,"Mar 31, 2017",2017-03-31,,1046.1,3.4,79.6,51.8,2.7,,5.9,20.9,0.0,0.2,,,,0.0,0.2,0.4
252,"Apr 01, 2017",2017-04-01,,1059.6,3.6,74.4,51.0,2.8,,6.8,21.0,0.0,0.2,,,,0.0,0.2,0.4
253,"Apr 02, 2017",2017-04-02,,1084.8,3.8,66.9,49.8,2.7,,7.1,20.7,0.0,0.2,,,,0.0,0.2,0.4
254,"Apr 03, 2017",2017-04-03,,1108.8,4.1,62.5,47.9,2.7,,7.6,20.7,0.0,0.2,,,,0.0,0.3,0.4
255,"Apr 04, 2017",2017-04-04,,1126.4,4.4,62.6,45.9,2.6,,8.0,20.6,0.0,0.2,,,,0.0,0.3,0.4
256,"Apr 05, 2017",2017-04-05,,1133.9,4.7,68.4,44.8,2.7,,9.1,20.4,0.0,0.2,,,,0.0,0.4,0.4
257,"Apr 06, 2017",2017-04-06,,1146.9,4.9,70.0,44.4,2.7,,9.9,20.1,0.0,0.2,,,,0.0,0.4,0.4
258,"Apr 07, 2017",2017-04-07,,1161.5,5.1,69.0,43.6,2.7,,10.2,19.4,0.0,0.2,,,,0.0,0.4,0.4
259,"Apr 08, 2017",2017-04-08,,1178.5,5.5,66.8,43.2,2.7,,9.8,19.8,0.0,0.2,,,,0.0,0.4,0.4
260,"Apr 09, 2017",2017-04-09,,1180.2,5.7,66.2,43.2,2.7,,9.3,20.3,0.0,0.2,,,,0.0,0.4,0.4
261,"Apr 10, 2017",2017-04-10,,1183.6,5.9,64.6,43.7,2.7,,9.2,21.1,0.0,0.2,,,,0.0,0.4,0.4
262,"Apr 11, 2017",2017-04-11,,1193.3,6.8,62.2,43.4,2.6,,8.8,21.3,0.0,0.2,,,,0.0,0.4,0.4
263,"Apr 12, 2017",2017-04-12,,1197.5,8.4,63.3,44.4,2.6,,9.5,21.7,0.0,0.2,,,,0.0,0.4,0.4
264,"Apr 13, 2017",2017-04-13,,1191.6,10.3,67.0,46.6,2.6,,9.9,21.5,0.0,0.2,,,,0.0,0.5,0.4
265,"Apr 14, 2017",2017-04-14,,1179.1,10.7,70.4,48.0,2.6,,10.4,21.3,0.0,0.2,,,,0.0,0.5,0.4
266,"Apr 15, 2017",2017-04-15,,1169.8,10.8,72.8,49.0,2.6,,10.4,20.9,0.0,0.2,,,,0.0,0.6,0.4
267,"Apr 16, 2017",2017-04-16,,1174.3,10.1,73.7,48.5,2.7,,10.6,20.6,0.0,0.2,,,,0.0,0.7,0.4
268,"Apr 17, 2017",2017-04-17,,1183.1,9.7,75.3,48.7,2.6,,10.6,20.6,0.0,0.2,,,,0.0,0.7,0.4
269,"Apr 18, 2017",2017-04-18,,1196.2,9.4,74.6,49.2,2.7,,10.5,20.7,0.0,0.2,,,,0.0,0.7,0.4
270,"Apr 19, 2017",2017-04-19,,1205.3,9.6,73.6,49.1,2.9,,10.1,20.7,0.0,0.2,,,,0.0,0.7,0.4
271,"Apr 20, 2017",2017-04-20,,1217.0,10.0,72.2,49.6,3.1,,10.1,20.6,0.0,0.2,,,,0.0,0.7,0.4
272,"Apr 21, 2017",2017-04-21,,1220.5,10.0,71.5,48.7,3.2,,10.4,20.3,0.0,0.2,,,,0.0,0.7,0.5
273,"Apr 22, 2017",2017-04-22,,1227.6,10.0,71.2,48.8,3.2,,11.5,20.2,0.0,0.2,,,,0.0,0.7,0.5
274,"Apr 23, 2017",2017-04-23,,1220.3,9.9,70.3,48.4,3.3,,12.7,20.0,0.0,0.2,,,,0.0,0.6,0.5
275,"Apr 24, 2017",2017-04-24,,1229.7,9.9,70.8,49.0,3.6,,14.0,19.8,0.0,0.2,,,,0.0,0.6,0.5
276,"Apr 25, 2017",2017-04-25,,1240.9,9.6,71.1,49.5,3.9,,14.7,19.6,0.0,0.2,,,,0.0,0.6,0.6
277,"Apr 26, 2017",2017-04-26,,1265.6,9.0,71.9,50.9,4.2,,15.0,19.5,0.0,0.2,,,,0.0,0.6,0.6
278,"Apr 27, 2017",2017-04-27,,1288.1,8.6,73.9,54.9,4.5,,14.9,20.1,0.0,0.2,,,,0.0,0.6,0.6
279,"Apr 28, 2017",2017-04-28,,1305.1,8.5,76.4,61.7,4.8,,14.6,21.0,0.0,0.2,,,,0.0,0.6,0.6
280,"Apr 29, 2017",2017-04-29,,1318.7,8.9,84.2,66.9,5.1,,14.9,22.1,0.0,0.2,,,,0.0,0.7,0.6
281,"Apr 30, 2017",2017-04-30,,1328.7,9.0,88.7,72.5,5.6,,15.3,22.9,0.0,0.3,,,,0.0,0.7,0.6
282,"May 01, 2017",2017-05-01,,1363.8,8.7,91.5,74.6,6.3,,15.8,23.1,0.1,0.3,,,,0.1,0.7,0.6
283,"May 02, 2017",2017-05-02,,1407.4,8.3,88.6,77.5,6.7,,15.8,23.2,0.1,0.3,,,,0.1,0.8,0.6
284,"May 03, 2017",2017-05-03,,1454.8,7.9,88.1,77.8,6.7,,17.6,23.7,0.1,0.3,,,,0.1,0.9,0.6
285,"May 04, 2017",2017-05-04,,1493.5,7.5,89.7,84.7,7.0,,20.1,24.7,0.1,0.4,,,,0.1,1.0,0.7
286,"May 05, 2017",2017-05-05,,1527.7,6.8,94.0,90.4,7.3,,23.6,26.5,0.1,0.5,,,,0.1,1.1,0.7
287,"May 06, 2017",2017-05-06,,1557.3,7.0,97.2,96.4,7.5,,25.9,27.8,0.1,0.6,,,,0.1,1.2,0.7
288,"May 07, 2017",2017-05-07,,1577.0,7.3,101.7,95.4,7.3,,28.2,30.1,0.1,0.6,,,,0.1,1.2,0.8
289,"May 08, 2017",2017-05-08,,1633.0,8.1,102.4,94.4,7.0,,29.1,30.7,0.1,0.5,,,,0.1,1.2,0.8
290,"May 09, 2017",2017-05-09,,1691.8,8.0,100.2,92.2,6.7,,30.9,30.6,0.1,0.5,,,,0.2,1.2,0.8
291,"May 10, 2017",2017-05-10,,1755.3,7.9,95.3,90.7,6.6,,31.5,29.7,0.1,0.5,,,,0.2,1.2,1.0
292,"May 11, 2017",2017-05-11,,1797.0,7.8,92.1,90.2,6.5,,32.1,29.3,0.1,0.5,,,,0.2,1.2,1.1
293,"May 12, 2017",2017-05-12,,1786.6,7.6,90.0,89.4,6.5,,30.0,29.3,0.1,0.5,,,,0.2,1.3,1.2
294,"May 13, 2017",2017-05-13,,1792.6,7.9,89.2,89.8,6.3,,29.0,28.9,0.1,0.5,,,,0.2,1.3,1.2
295,"May 14, 2017",2017-05-14,,1779.4,8.2,88.7,90.1,6.4,,28.4,28.6,0.1,0.5,,,,0.2,1.3,1.2
296,"May 15, 2017",2017-05-15,,1784.1,8.8,90.2,91.3,6.5,,27.7,28.3,0.1,0.5,,,,0.2,1.2,1.3
297,"May 16, 2017",2017-05-16,,1760.6,9.2,89.0,90.9,6.5,,25.9,27.5,0.1,0.5,,,,0.3,1.2,1.3
298,"May 17, 2017",2017-05-17,,1770.7,9.7,86.8,90.6,6.2,,24.7,27.0,0.1,0.5,,,,0.3,1.2,1.3
299,"May 18, 2017",2017-05-18,,1820.7,10.2,86.2,92.1,6.3,,25.7,27.8,0.1,0.5,,,,0.4,1.3,1.3
300,"May 19, 2017",2017-05-19,,1905.2,10.7,90.7,105.4,6.9,,27.2,29.7,0.2,0.6,,,,0.4,1.4,1.4
301,"May 20, 2017",2017-05-20,,1987.0,11.4,96.5,117.7,7.4,,27.9,32.4,0.2,0.6,,,,0.3,1.7,1.5
302,"May 21, 2017",2017-05-21,,2037.9,12.0,100.6,138.0,8.3,,27.2,33.9,0.2,0.7,,,,0.3,1.9,1.7
303,"May 22, 2017",2017-05-22,,2099.8,12.4,107.8,152.9,8.9,,26.4,35.3,0.2,0.7,,,,0.3,2.0,1.8
304,"May 23, 2017",2017-05-23,,2178.3,12.7,120.3,171.4,10.4,,27.9,42.1,0.3,0.8,,,,0.3,2.3,2.1
305,"May 24, 2017",2017-05-24,,2312.5,13.0,134.5,182.1,13.6,,30.6,45.7,0.3,1.1,,,0.0,0.3,2.6,2.4
306,"May 25, 2017",2017-05-25,,2356.3,14.2,134.1,182.2,15.7,,32.2,47.0,0.2,1.2,,,0.0,0.3,2.9,2.6
307,"May 26, 2017",2017-05-26,,2317.0,14.8,125.7,175.0,16.5,,29.4,41.4,0.2,1.2,,,5.0,0.3,2.9,2.5
308,"May 27, 2017",2017-05-27,,2182.1,15.2,110.6,164.2,15.6,,25.8,37.4,0.2,1.0,,,4.4,0.2,2.8,2.4
309,"May 28, 2017",2017-05-28,,2132.4,15.3,106.8,162.9,15.6,,23.9,36.3,0.2,0.9,,,4.4,0.2,2.9,2.4
310,"May 29, 2017",2017-05-29,,2150.1,15.9,108.2,174.4,16.5,,24.4,37.2,0.2,1.0,,,4.6,0.2,3.2,2.5
311,"May 30, 2017",2017-05-30,,2195.6,16.7,115.5,199.1,17.3,,24.5,39.3,0.2,1.0,,,4.6,0.2,4.2,2.5
312,"May 31, 2017",2017-05-31,,2239.2,17.7,124.8,219.2,17.8,,24.9,40.9,0.2,1.0,,,4.7,0.2,4.9,2.7
313,"Jun 01, 2017",2017-06-01,,2289.9,19.3,131.1,228.3,17.7,,26.1,41.8,0.2,1.1,,,5.8,0.3,5.7,2.9
314,"Jun 02, 2017",2017-06-02,,2394.3,21.8,139.1,225.6,17.3,,27.7,43.2,0.2,1.2,,,8.7,0.3,6.6,3.6
315,"Jun 03, 2017",2017-06-03,,2470.6,24.0,141.9,223.5,16.8,,28.5,43.4,0.2,1.3,,,11.3,0.3,8.0,4.4
316,"Jun 04, 2017",2017-06-04,,2505.2,25.1,144.3,231.2,17.0,,28.2,43.1,0.2,1.3,,,12.7,0.3,9.5,5.0
317,"Jun 05, 2017",2017-06-05,,2571.3,27.8,144.2,239.4,17.0,,28.8,44.5,0.2,1.3,,,12.0,0.3,10.1,5.4
318,"Jun 06, 2017",2017-06-06,,2687.3,31.9,144.5,252.8,17.4,,29.8,48.9,0.2,1.3,,,11.6,0.3,10.5,5.5
319,"Jun 07, 2017",2017-06-07,,2760.7,35.4,143.5,257.0,17.4,,29.9,52.1,0.2,1.3,,,11.2,0.3,10.1,5.5
320,"Jun 08, 2017",2017-06-08,,2800.3,38.4,143.5,261.4,17.5,,29.7,54.8,0.2,1.3,,,11.6,0.3,9.8,5.5
321,"Jun 09, 2017",2017-06-09,,2787.2,42.4,144.8,267.2,17.5,,29.4,54.8,0.2,1.4,,,11.7,0.3,9.1,5.8
322,"Jun 10, 2017",2017-06-10,,2859.0,48.5,148.7,293.7,18.2,,30.1,54.7,0.2,1.5,,,11.8,0.3,8.4,6.0
